gene_name	strand	chrom	start	end
PIANP	-	chr12	6802957	6809981
COPS7A	+	chr12	6833180	6841041
MLF2	-	chr12	6857162	6876641
PTMS	+	chr12	6874682	6880118
LAG3	+	chr12	6881678	6887621
CD4	+	chr12	6896024	6929965
GPR162	+	chr12	6930790	6939136
P3H3	+	chr12	6937572	6949011
GNB3	+	chr12	6949118	6956557
CDCA3	-	chr12	6953957	6960456
USP5	+	chr12	6961312	6975796
TPI1	+	chr12	6976283	6980112
SPSB2	-	chr12	6980099	6998522
LRRC23	+	chr12	6982733	7023405
ENO2	+	chr12	7022909	7032861
ATN1	+	chr12	7033626	7051484
C12orf57	+	chr12	7052141	7055166
PTPN6	+	chr12	7055631	7070479
PHB2	-	chr12	7074490	7079943
EMG1	+	chr12	7080076	7089098
ENSG00000290146	+	chr12	7080084	7105520
LPCAT3	-	chr12	7085347	7125781
C1S	+	chr12	7096351	7178336
C1R	-	chr12	7187513	7245203
C1RL	-	chr12	7242183	7261834
RBP5	-	chr12	7268332	7281485
CLSTN3	+	chr12	7282294	7311541
PEX5	+	chr12	7341281	7371170
ACSM4	+	chr12	7456668	7481315
CD163L1	-	chr12	7499281	7632493
CD163	-	chr12	7623407	7656489
APOBEC1	-	chr12	7801996	7818504
GDF3	-	chr12	7842380	7848371
DPPA3	+	chr12	7864029	7870155
CLEC4C	-	chr12	7881979	7904201
NANOGNB	+	chr12	7917812	7926717
NANOG	+	chr12	7940390	7951742
SLC2A14	-	chr12	7965108	8043744
SLC2A3	-	chr12	8071826	8088783
FOXJ2	+	chr12	8185312	8208113
C3AR1	-	chr12	8209440	8218955
NECAP1	+	chr12	8229535	8250477
CLEC4A	+	chr12	8276213	8291203
ENSG00000284393	+	chr12	8290736	8327916
ZNF705A	+	chr12	8309611	8341133
FAM90A1	-	chr12	8373856	8380214
CLEC6A	+	chr12	8608558	8630926
CLEC4D	+	chr12	8662071	8674962
CLEC4E	-	chr12	8685901	8693501
AICDA	-	chr12	8754751	8765838
MFAP5	-	chr12	8789942	8815484
RIMKLB	+	chr12	8834196	8935691
A2ML1	+	chr12	8975217	9039597
PHC1	+	chr12	9066492	9094063
M6PR	-	chr12	9092959	9102551
KLRG1	+	chr12	9102640	9163356
A2M	-	chr12	9220260	9268825
PZP	-	chr12	9301436	9360991
KLRB1	-	chr12	9747147	9760512
CLEC2D	+	chr12	9817565	9852149
CD69	-	chr12	9905082	9913497
KLRF1	+	chr12	9980077	9997606
CLEC2B	-	chr12	10004968	10021985
KLRF2	+	chr12	10034088	10048432
CLEC2A	-	chr12	10051272	10084969
CLEC12A	+	chr12	10103915	10148293
CLEC1B	-	chr12	10138241	10166023
CLEC12B	+	chr12	10163226	10171395
CLEC9A	+	chr12	10183277	10218630
CLEC1A	-	chr12	10222153	10264226
CLEC7A	-	chr12	10269376	10282857
OLR1	-	chr12	10310900	10324737
TMEM52B	+	chr12	10323141	10344403
GABARAPL1	+	chr12	10365057	10375727
KLRD1	+	chr12	10378657	10482207
KLRK1	-	chr12	10524952	10544473
KLRC4-KLRK1	-	chr12	10524952	10562745
KLRC4	-	chr12	10559983	10562356
ENSG00000255641	-	chr12	10564911	10588600
KLRC3	-	chr12	10564914	10573194
KLRC2	-	chr12	10579453	10594899
KLRC1	-	chr12	10594863	10607284
EIF2S3B	+	chr12	10658201	10675734
MAGOHB	-	chr12	10756792	10766208
STYK1	-	chr12	10771522	10826917
YBX3	-	chr12	10851688	10875922
TAS2R7	-	chr12	10954131	10955226
TAS2R8	-	chr12	10958650	10959885
TAS2R9	-	chr12	10961693	10962767
PRH1	-	chr12	10977559	11324207
TAS2R10	-	chr12	10977818	10978957
PRR4	-	chr12	10998448	11002074
ENSG00000275778	-	chr12	10998448	11324199
TAS2R13	-	chr12	11060525	11062161
PRH2	+	chr12	11081835	11087444
TAS2R14	-	chr12	11090007	11324172
TAS2R50	-	chr12	11138512	11139511
TAS2R20	-	chr12	11148560	11150903
TAS2R19	-	chr12	11174218	11175219
TAS2R31	-	chr12	11182986	11184006
AC018630.1	+	chr12	11187087	11187275
TAS2R46	-	chr12	11213964	11214893
TAS2R43	-	chr12	11243886	11244912
TAS2R30	-	chr12	11285557	11287243
SMIM10L1	+	chr12	11323793	11328615
TAS2R42	-	chr12	11338599	11339543
PRB3	-	chr12	11418847	11422641
PRB4	-	chr12	11460011	11463370
PRB1	-	chr12	11504757	11508525
PRB2	-	chr12	11544474	11653975
ETV6	+	chr12	11802608	12048311
BCL2L14	+	chr12	12202778	12364018
LRP6	-	chr12	12268959	12419978
MANSC1	-	chr12	12478990	12503176
BORCS5	+	chr12	12510012	12624167
DUSP16	-	chr12	12626216	12715797
CREBL2	+	chr12	12764761	12798042
GPR19	-	chr12	12813824	12849141
CDKN1B	+	chr12	12838432	12875303
APOLD1	+	chr12	12878851	12982909
DDX47	+	chr12	12966250	12982915
GPRC5A	+	chr12	13044493	13070871
GPRC5D	-	chr12	13093509	13105104
HEBP1	-	chr12	13127804	13153199
FAM234B	+	chr12	13197315	13295455
GSG1	-	chr12	13236466	13256617
ENSG00000289766	-	chr12	13241718	13256418
EMP1	+	chr12	13349657	13372875
GRIN2B	-	chr12	13590876	14134936
ATF7IP	+	chr12	14518610	14655865
PLBD1	-	chr12	14656595	14720817
GUCY2C	-	chr12	14765566	14849533
H4C16	-	chr12	14920933	14924065
H2AJ	+	chr12	14927339	14930936
WBP11	-	chr12	14937516	14956420
C12orf60	+	chr12	14956600	15059520
SMCO3	-	chr12	14957584	14967116
ART4	-	chr12	14978503	14996460
MGP	-	chr12	15033798	15038791
ERP27	-	chr12	15066973	15091471
ARHGDIB	-	chr12	15094965	15114662
PDE6H	+	chr12	15125976	15134799
RERG	-	chr12	15260717	15501609
PTPRO	+	chr12	15475191	15755109
EPS8	-	chr12	15773068	16035263
STRAP	+	chr12	16035321	16056412
DERA	+	chr12	16064236	16190315
SLC15A5	-	chr12	16341419	16430619
MGST1	+	chr12	16500076	16762193
LMO3	-	chr12	16701306	16763528
RERGL	-	chr12	18233803	18473041
PIK3C2G	+	chr12	18395895	18801350
PLCZ1	-	chr12	18836103	18891034
CAPZA3	+	chr12	18891053	18892122
PLEKHA5	+	chr12	19282603	19529334
AEBP2	+	chr12	19556979	19873735
PDE3A	+	chr12	20521471	20841517
SLCO1C1	+	chr12	20848266	20906320
SLCO1B3	+	chr12	20963636	21069845
SLCO1B3-SLCO1B7	+	chr12	20968608	21243179
ENSG00000257062	+	chr12	21200113	21329829
SLCO1B1	+	chr12	21284128	21392730
SLCO1A2	-	chr12	21417534	21572528
IAPP	+	chr12	21507893	21532914
PYROXD1	+	chr12	21590549	21624184
RECQL	-	chr12	21621844	21654603
GOLT1B	+	chr12	21654715	21671342
SPX	+	chr12	21679230	21694183
GYS2	-	chr12	21689041	21757781
ENSG00000285854	-	chr12	21689137	21810732
LDHB	-	chr12	21788276	21910791
KCNJ8	-	chr12	21917889	21928534
ABCC9	-	chr12	21950323	22095477
CMAS	+	chr12	22199152	22218608
ST8SIA1	-	chr12	22216707	22589975
C2CD5	-	chr12	22601517	22697480
ETNK1	+	chr12	22778009	22843599
SOX5	-	chr12	23682438	24715478
BCAT1	-	chr12	24962958	25102035
IRAG2	+	chr12	25157276	25261269
DNAI7	-	chr12	25261223	25348096
ETFRF1	+	chr12	25348150	25362579
KRAS	-	chr12	25358180	25403870
LMNTD1	-	chr12	25562241	25801513
RASSF8	+	chr12	26111165	26232825
BHLHE41	-	chr12	26272963	26277970
SSPN	+	chr12	26274924	26452223
ITPR2	-	chr12	26488285	26986127
INTS13	-	chr12	27058114	27091259
FGFR1OP2	+	chr12	27091403	27119583
TM7SF3	-	chr12	27124512	27167367
MED21	+	chr12	27175479	27219276
C12orf71	-	chr12	27233990	27235511
STK38L	+	chr12	27396901	27478892
BMAL2	+	chr12	27485769	27578222
SMCO2	+	chr12	27599669	27655118
PPFIBP1	+	chr12	27676364	27848497
REP15	+	chr12	27849380	27850529
MRPS35	+	chr12	27863755	27909228
MANSC4	-	chr12	27915360	27933169
KLHL42	+	chr12	27932981	27955973
PTHLH	-	chr12	28111017	28125666
CCDC91	+	chr12	28286182	28734444
FAR2	+	chr12	29301949	29494054
ERGIC2	-	chr12	29490285	29534122
OVCH1	-	chr12	29565407	29650619
TMTC1	-	chr12	29653773	29937692
IPO8	-	chr12	30781922	30848803
CAPRIN2	-	chr12	30862486	30976236
TSPAN11	+	chr12	31079362	31149537
DDX11	+	chr12	31226794	31257733
SINHCAF	-	chr12	31433518	31479992
DENND5B	-	chr12	31535160	31744070
AK4P3	-	chr12	31767957	31805029
ETFBKMT	+	chr12	31800094	31826048
AMN1	-	chr12	31824076	31882055
H3-5	-	chr12	31944119	31945232
RESF1	+	chr12	32112304	32146041
BICD1	+	chr12	32259769	32536567
FGD4	+	chr12	32552492	32798984
DNM1L	+	chr12	32832134	32898584
YARS2	-	chr12	32880424	32908831
PKP2	-	chr12	32943679	33049711
SYT10	-	chr12	33527173	33592754
ALG10	+	chr12	34175403	34182629
ALG10B	+	chr12	38710564	38723523
CPNE8	-	chr12	39040624	39301232
KIF21A	-	chr12	39687030	39837192
ABCD2	-	chr12	39943835	40013605
C12orf40	+	chr12	40019969	40302102
SLC2A13	-	chr12	40148827	40499891
LRRK2	+	chr12	40590546	40763087
MUC19	+	chr12	40787197	40964634
CNTN1	+	chr12	41086241	41466217
PDZRN4	+	chr12	41582122	41968547
GXYLT1	-	chr12	42475647	42538676
YAF2	-	chr12	42550906	42632151
PPHLN1	+	chr12	42632249	42853517
ZCRB1	-	chr12	42705888	42720059
PRICKLE1	-	chr12	42850559	42984157
ADAMTS20	-	chr12	43747669	43946006
PUS7L	-	chr12	44112795	44152596
IRAK4	+	chr12	44152747	44192110
TWF1	-	chr12	44187526	44200131
TMEM117	+	chr12	44229770	44783545
NELL2	-	chr12	44902058	45315631
DBX2	-	chr12	45408455	45444882
ANO6	+	chr12	45609770	45876063
ARID2	+	chr12	46123489	46301823
SCAF11	-	chr12	46312914	46385903
SLC38A1	-	chr12	46576846	46663800
SLC38A2	-	chr12	46751971	46766556
SLC38A4	-	chr12	47158544	47226191
AMIGO2	-	chr12	47469490	47473742
PCED1B	+	chr12	47473386	47630445
RPAP3	-	chr12	48055032	48099813
ENDOU	-	chr12	48103517	48119350
RAPGEF3	-	chr12	48128146	48164823
SLC48A1	+	chr12	48147699	48176534
HDAC7	-	chr12	48176505	48226915
VDR	-	chr12	48235320	48336831
TMEM106C	+	chr12	48357352	48362661
COL2A1	-	chr12	48366750	48398337
SENP1	-	chr12	48436680	48499862
PFKM	+	chr12	48498922	48540187
ASB8	-	chr12	48541572	48574996
CCDC184	+	chr12	48577427	48579709
OR10AD1	-	chr12	48596122	48597075
H1-7	+	chr12	48722763	48724062
ZNF641	-	chr12	48730963	48745197
ANP32D	+	chr12	48866342	48867405
C12orf54	+	chr12	48876281	48890307
OR8S1	+	chr12	48919415	48920353
OR5BS1P	+	chr12	48953665	48956739
LALBA	-	chr12	48961467	48963849
KANSL2	-	chr12	49046994	49076021
CCNT1	-	chr12	49082241	49110781
TEX49	+	chr12	49121218	49159573
ADCY6	-	chr12	49159977	49182872
CACNB3	+	chr12	49207577	49222724
DDX23	-	chr12	49223539	49246625
RND1	-	chr12	49250928	49259653
ENSG00000272822	-	chr12	49297286	49351148
CCDC65	+	chr12	49297893	49325623
FKBP11	-	chr12	49315301	49320257
ARF3	-	chr12	49329506	49351270
WNT10B	-	chr12	49359123	49365518
WNT1	+	chr12	49372105	49376403
DDN	-	chr12	49388932	49393158
PRKAG1	-	chr12	49396057	49412590
ENSG00000288710	-	chr12	49396057	49417858
KMT2D	-	chr12	49412758	49454577
RHEBL1	-	chr12	49458459	49463808
DHH	-	chr12	49480439	49488584
LMBR1L	-	chr12	49490919	49504683
TUBA1B	-	chr12	49521565	49525180
TUBA1A	-	chr12	49578469	49582863
TUBA1C	+	chr12	49582519	49668383
PRPH	+	chr12	49688930	49692469
TROAP	+	chr12	49717019	49725514
C1QL4	-	chr12	49726192	49730971
DNAJC22	+	chr12	49740671	49751329
SPATS2	+	chr12	49760367	49921208
KCNH3	+	chr12	49932813	49952120
MCRS1	-	chr12	49950327	49961928
PRPF40B	+	chr12	49962001	50038449
FAM186B	-	chr12	49976668	49999422
FMNL3	-	chr12	50030282	50101948
TMBIM6	+	chr12	50101508	50158717
NCKAP5L	-	chr12	50184929	50222533
BCDIN3D	-	chr12	50229826	50236889
FAIM2	-	chr12	50260679	50298000
AQP2	+	chr12	50344520	50352661
AQP5	+	chr12	50355655	50359465
AQP6	+	chr12	50360977	50370922
RACGAP1	-	chr12	50370706	50426919
ASIC1	+	chr12	50451331	50477394
SMARCD1	+	chr12	50478983	50494490
GPD1	+	chr12	50497765	50505096
COX14	+	chr12	50505865	50514240
CERS5	-	chr12	50523072	50561316
LIMA1	-	chr12	50569571	50677303
FAM186A	-	chr12	50720013	50790405
LARP4	+	chr12	50786166	50873787
DIP2B	+	chr12	50898768	51142440
ATF1	+	chr12	51157493	51214945
TMPRSS12	+	chr12	51236703	51281667
METTL7A	+	chr12	51317255	51326293
ENSG00000289695	+	chr12	51318752	51364483
HIGD1C	+	chr12	51346321	51364390
SLC11A2	-	chr12	51373184	51422349
LETMD1	+	chr12	51441745	51454207
CSRNP2	-	chr12	51454988	51477447
TFCP2	-	chr12	51487439	51566918
POU6F1	-	chr12	51580719	51611846
DAZAP2	+	chr12	51632508	51665146
SMAGP	-	chr12	51638342	51664199
BIN2	-	chr12	51674822	51718452
CELA1	-	chr12	51722226	51740463
GALNT6	-	chr12	51745031	51786651
SLC4A8	+	chr12	51785101	51909547
SCN8A	+	chr12	51984050	52206648
TMDD1	-	chr12	52207705	52208709
FIGNL2	-	chr12	52211683	52242502
ANKRD33	+	chr12	52281793	52285511
ACVRL1	+	chr12	52300692	52317145
ACVR1B	+	chr12	52345483	52390862
TAMALIN	+	chr12	52400730	52409673
NR4A1	+	chr12	52416616	52453291
ATG101	+	chr12	52463030	52471279
SMIM41	+	chr12	52473488	52502039
KRT80	-	chr12	52562780	52585798
KRT7	+	chr12	52626304	52645970
KRT86	+	chr12	52643084	52702947
KRT81	-	chr12	52679697	52685318
KRT83	-	chr12	52708085	52715182
KRT85	-	chr12	52753790	52761265
KRT84	-	chr12	52771596	52779436
KRT82	-	chr12	52787715	52800119
KRT75	-	chr12	52817854	52828155
KRT6B	-	chr12	52840435	52845930
KRT6C	-	chr12	52862300	52867589
KRT6A	-	chr12	52880960	52887041
KRT5	-	chr12	52908359	52914314
KRT71	-	chr12	52937693	52946929
KRT74	-	chr12	52959566	52967627
KRT72	-	chr12	52979373	52995322
KRT73	-	chr12	53001354	53012343
KRT2	-	chr12	53038342	53045995
KRT1	-	chr12	53068520	53074191
KRT77	-	chr12	53083410	53097308
KRT76	-	chr12	53161939	53171129
KRT3	-	chr12	53183469	53189901
KRT4	-	chr12	53200333	53207900
KRT79	-	chr12	53215192	53228095
KRT78	-	chr12	53231588	53242876
KRT8	-	chr12	53290971	53343738
KRT18	+	chr12	53342655	53346690
EIF4B	+	chr12	53400066	53435999
TNS2	+	chr12	53440753	53458163
SPRYD3	-	chr12	53458100	53473188
IGFBP6	+	chr12	53491220	53496129
SOAT2	+	chr12	53497270	53518319
CSAD	-	chr12	53551447	53574709
ZNF740	+	chr12	53574488	53588926
ITGB7	-	chr12	53585107	53601066
RARG	-	chr12	53604351	53626764
ENSG00000283536	+	chr12	53635684	53636506
MFSD5	+	chr12	53645035	53648190
ESPL1	+	chr12	53662083	53687422
PFDN5	+	chr12	53689075	53693236
MYG1	+	chr12	53693479	53700961
AAAS	-	chr12	53701240	53718648
SP7	-	chr12	53720359	53739099
SP1	+	chr12	53773960	53810230
AMHR2	+	chr12	53817639	53825456
PRR13	+	chr12	53835462	53840429
PCBP2	+	chr12	53845886	53874946
MAP3K12	-	chr12	53873453	53893847
TARBP2	+	chr12	53894705	53900215
NPFF	-	chr12	53900472	53901268
ATF7-NPFF	-	chr12	53900475	54019763
ATF7	-	chr12	53901640	54020194
ATP5MC2	-	chr12	54026510	54071192
CALCOCO1	-	chr12	54102301	54121529
HOXC13	+	chr12	54332615	54340328
HOXC12	+	chr12	54348687	54352740
HOXC11	+	chr12	54366910	54371427
HOXC10	+	chr12	54378849	54384063
ENSG00000273049	+	chr12	54379629	54428672
HOXC6	+	chr12	54384408	54424607
HOXC9	+	chr12	54388679	54397121
HOXC8	+	chr12	54402769	54406553
HOXC4	+	chr12	54410715	54449814
HOXC5	+	chr12	54426834	54429145
SMUG1	-	chr12	54515061	54582792
CBX5	-	chr12	54624726	54673917
HNRNPA1	+	chr12	54673977	54680872
NFE2	-	chr12	54685895	54694799
COPZ1	+	chr12	54694986	54745630
GPR84	-	chr12	54756229	54758271
ZNF385A	-	chr12	54762917	54785082
ITGA5	-	chr12	54789045	54813050
GTSF1	-	chr12	54849734	54867386
NCKAP1L	+	chr12	54891536	54942027
PDE1B	+	chr12	54943385	54973023
PPP1R1A	-	chr12	54969171	54982443
LACRT	-	chr12	55024595	55028679
DCD	-	chr12	55038373	55042277
MUCL1	+	chr12	55224302	55289792
TESPA1	-	chr12	55341799	55378546
NEUROD4	+	chr12	55413758	55423801
OR9K2	+	chr12	55520190	55526534
OR10A7	+	chr12	55614809	55615759
OR6C74	+	chr12	55640982	55642086
OR6C6	-	chr12	55687772	55690353
OR6C1	+	chr12	55708127	55716148
OR6C3	+	chr12	55723827	55726471
OR6C75	+	chr12	55756759	55763063
OR6C65	+	chr12	55794313	55795251
OR6C76	+	chr12	55820038	55820976
OR6C2	+	chr12	55837853	55847131
OR6C70	-	chr12	55862984	55863922
OR6C68	+	chr12	55886162	55887100
OR6C4	+	chr12	55943386	55949616
OR2AP1	+	chr12	55966252	55969396
OR10P1	+	chr12	56030676	56031617
METTL7B	+	chr12	56075520	56078395
ITGA7	-	chr12	56078352	56110188
ENSG00000258311	+	chr12	56109820	56118487
BLOC1S1	+	chr12	56109822	56113871
RDH5	+	chr12	56114151	56118489
CD63	-	chr12	56119107	56123491
GDF11	+	chr12	56136906	56151048
SARNP	-	chr12	56146247	56211508
ENSG00000257390	-	chr12	56151059	56221330
ORMDL2	+	chr12	56211825	56215663
DNAJC14	-	chr12	56214744	56224608
MMP19	-	chr12	56229217	56236750
PYM1	-	chr12	56295197	56326402
DGKA	+	chr12	56321103	56347811
PMEL	-	chr12	56347889	56367101
CDK2	+	chr12	56360565	56366573
RAB5B	+	chr12	56367697	56390467
SUOX	+	chr12	56390964	56400425
IKZF4	+	chr12	56401443	56432219
RPS26	+	chr12	56435135	56438481
ERBB3	+	chr12	56470583	56497289
ENSG00000257411	+	chr12	56495115	56503073
PA2G4	+	chr12	56498321	56507694
RPL41	+	chr12	56510374	56511751
ESYT1	+	chr12	56512034	56538458
ZC3H10	+	chr12	56512044	56521298
MYL6B	+	chr12	56546040	56553431
MYL6	+	chr12	56552130	56557280
SMARCC2	-	chr12	56556143	56583351
RNF41	-	chr12	56595963	56615717
NABP2	+	chr12	56615799	56623638
SLC39A5	+	chr12	56623833	56631630
ANKRD52	-	chr12	56631591	56652168
COQ10A	+	chr12	56660674	56664750
CS	-	chr12	56665483	56694175
ENSG00000144785	-	chr12	56679700	56709843
CNPY2	-	chr12	56703626	56709903
PAN2	-	chr12	56710007	56727837
IL23A	+	chr12	56727958	56734194
STAT2	-	chr12	56735381	56753987
APOF	-	chr12	56754352	56756641
TIMELESS	-	chr12	56810147	56843210
MIP	-	chr12	56843286	56862950
ENSG00000285528	-	chr12	56843484	56881954
SPRYD4	+	chr12	56862362	56873492
GLS2	-	chr12	56864728	56882198
RBMS2	+	chr12	56915604	56989977
BAZ2A	-	chr12	56989380	57030600
ATP5F1B	-	chr12	57031959	57039768
PTGES3	-	chr12	57057125	57082192
NACA	-	chr12	57106089	57125412
ENSG00000285625	-	chr12	57108396	57135319
PRIM1	-	chr12	57124222	57146158
HSD17B6	+	chr12	57145945	57181574
SDR9C7	-	chr12	57316917	57328192
RDH16	-	chr12	57345215	57353158
GPR182	+	chr12	57388276	57392231
ZBTB39	-	chr12	57392620	57400330
TAC3	-	chr12	57403784	57422667
MYO1A	-	chr12	57422301	57444982
NEMP1	-	chr12	57449426	57481846
NAB2	+	chr12	57482826	57489259
STAT6	-	chr12	57489191	57525922
LRP1	+	chr12	57522266	57607144
NXPH4	+	chr12	57610577	57620232
SHMT2	+	chr12	57623356	57628718
NDUFA4L2	-	chr12	57628686	57634498
STAC3	-	chr12	57637236	57644971
ENSG00000258830	-	chr12	57643392	57690267
R3HDM2	-	chr12	57647545	57824826
INHBC	+	chr12	57828567	57845845
INHBE	+	chr12	57846106	57853063
GLI1	+	chr12	57853568	57866051
ARHGAP9	-	chr12	57866047	57882597
MARS1	+	chr12	57869228	57911352
DDIT3	-	chr12	57910371	57915520
ENSG00000285133	-	chr12	57911495	57914263
MBD6	+	chr12	57914493	57923931
DCTN2	-	chr12	57923416	57941007
KIF5A	+	chr12	57939809	57980416
PIP4K2C	+	chr12	57984957	57997201
DTX3	+	chr12	57998405	58003587
ARHGEF25	+	chr12	58003963	58011028
ENSG00000287908	+	chr12	58009063	58019908
B4GALNT1	-	chr12	58017192	58027022
OS9	+	chr12	58087624	58122125
AGAP2	-	chr12	58117544	58135940
TSPAN31	+	chr12	58131796	58144002
CDK4	-	chr12	58141510	58149796
MARCHF9	+	chr12	58148886	58154194
CYP27B1	-	chr12	58156117	58162769
METTL1	-	chr12	58162254	58165902
EEF1AKMT3	+	chr12	58165275	58176324
ENSG00000257921	+	chr12	58166443	58191337
TSFM	+	chr12	58176544	58201854
AVIL	-	chr12	58191159	58212517
CTDSP2	-	chr12	58213710	58240512
ATP23	+	chr12	58299822	58352931
LRIG3	-	chr12	59265931	59314285
SLC16A7	+	chr12	59989810	60183636
TAFA2	-	chr12	62102054	62672931
USP15	+	chr12	62654119	62811211
MON2	+	chr12	62860597	62994256
PPM1H	-	chr12	63037774	63328930
AVPR1A	-	chr12	63536539	63544981
DPY19L2	-	chr12	63952693	64062719
RXYLT1	+	chr12	64173613	64203572
SRGAP1	+	chr12	64237541	64555997
KICS2	-	chr12	64580096	64616076
C12orf56	-	chr12	64658542	64784538
XPOT	+	chr12	64798172	64844905
TBK1	+	chr12	64845870	64895894
RASSF3	+	chr12	64900781	65091344
GNS	-	chr12	65107225	65153211
TBC1D30	+	chr12	65153264	65274813
ENSG00000288591	+	chr12	65153276	65371289
WIF1	-	chr12	65444406	65515085
LEMD3	+	chr12	65563363	65642135
MSRB3	+	chr12	65672423	65885210
HMGA2	+	chr12	66218240	66360071
LLPH	-	chr12	66510335	66524530
ENSG00000228144	-	chr12	66517697	66563765
TMBIM4	-	chr12	66529626	66563807
IRAK3	+	chr12	66582975	66648402
HELB	+	chr12	66696273	66737423
GRIP1	-	chr12	66741211	67462942
CAND1	+	chr12	67663138	67713733
DYRK2	+	chr12	68042118	68059186
IFNG	-	chr12	68548548	68553520
IL26	-	chr12	68595129	68619590
IL22	-	chr12	68642022	68647384
MDM1	-	chr12	68666223	68726161
RAP1B	+	chr12	69004635	69065681
NUP107	+	chr12	69080731	69139589
SLC35E3	+	chr12	69139905	69187744
MDM2	+	chr12	69201957	69239324
CPM	-	chr12	69235977	69365350
CPSF6	+	chr12	69633349	69668138
LYZ	+	chr12	69742161	69748014
YEATS4	+	chr12	69753490	69784650
FRS2	+	chr12	69864129	69973573
CCT2	+	chr12	69979206	69995350
LRRC10	-	chr12	70002344	70004687
BEST3	-	chr12	70037140	70093256
RAB3IP	+	chr12	70132640	70216984
ENSG00000258052	+	chr12	70195449	70249143
MYRFL	+	chr12	70219007	70352877
CNOT2	+	chr12	70636782	70748773
KCNMB4	+	chr12	70760070	70828072
PTPRB	-	chr12	70909650	71031220
PTPRR	-	chr12	71031853	71314518
TSPAN8	-	chr12	71518865	71835678
LGR5	+	chr12	71833578	71980090
ZFC3H1	-	chr12	72003379	72061505
THAP2	+	chr12	72058081	72074424
ENSG00000258064	+	chr12	72067984	72092748
TMEM19	+	chr12	72079862	72098827
RAB21	+	chr12	72148643	72194066
TBC1D15	+	chr12	72233487	72321028
TPH2	+	chr12	72332625	72580398
TRHDE	+	chr12	72481046	73064538
ATXN7L3B	+	chr12	74931615	74939210
KCNC2	-	chr12	75433857	75603619
CAPS2	-	chr12	75669759	75784708
GLIPR1L1	+	chr12	75728450	75764340
GLIPR1L2	+	chr12	75784869	75826468
GLIPR1	+	chr12	75874533	75897643
KRR1	-	chr12	75884643	75905416
PHLDA1	-	chr12	76419227	76425556
NAP1L1	-	chr12	76430365	76478515
BBS10	-	chr12	76738254	76742195
OSBPL8	-	chr12	76745577	76953589
ZDHHC17	+	chr12	77157883	77247476
CSRP2	-	chr12	77252489	77272803
E2F7	-	chr12	77415028	77459349
NAV3	+	chr12	77718421	78606790
SYT1	+	chr12	79257773	79845788
PAWR	-	chr12	79968759	80084744
PPP1R12A	-	chr12	80167343	80329240
OTOGL	+	chr12	80493317	80774660
PTPRQ	+	chr12	80799774	81072802
MYF6	+	chr12	81101413	81103253
MYF5	+	chr12	81110691	81113450
LIN7A	-	chr12	81186299	81331713
ACSS3	+	chr12	81330193	81654989
PPFIA2	-	chr12	81651754	82153332
CCDC59	-	chr12	82617460	82752584
METTL25	+	chr12	82752307	82873018
TMTC2	+	chr12	83080659	83528649
SLC6A15	-	chr12	85253270	85307408
TSPAN19	-	chr12	85408090	85430055
LRRIQ1	+	chr12	85430092	85658235
ALX1	+	chr12	85673998	85695562
RASSF9	-	chr12	86194481	86230187
NTS	+	chr12	86268073	86276770
MGAT4C	-	chr12	86349445	87232681
C12orf50	-	chr12	88373812	88427814
C12orf29	+	chr12	88427623	88443937
CEP290	-	chr12	88442793	88535876
TMTC3	+	chr12	88536073	88593664
KITLG	-	chr12	88886570	88974628
DUSP6	-	chr12	89741012	89746278
POC1B	-	chr12	89813495	89919824
POC1B-GALNT4	-	chr12	89913185	89920039
GALNT4	-	chr12	89913189	89918573
ATP2B1	-	chr12	89981826	90103143
CCER1	-	chr12	91299399	91348953
EPYC	-	chr12	91357459	91398803
KERA	-	chr12	91444268	91451801
LUM	-	chr12	91496406	91505271
DCN	-	chr12	91534261	91576994
BTG1	-	chr12	92534054	92539622
PLEKHG7	+	chr12	93096619	93166231
EEA1	-	chr12	93164413	93323107
NUDT4	+	chr12	93771659	93801922
UBE2N	-	chr12	93799449	93835723
MRPL42	+	chr12	93861290	93909990
SOCS2	+	chr12	93963590	93977263
CRADD	+	chr12	94071151	94288616
PLXNC1	+	chr12	94542353	94701451
CEP83	-	chr12	94700225	94853764
TMCC3	-	chr12	94960898	95044333
